	sponsor	cosponsor	count
2100	Rep. Davids, Sharice [D-KS-3]	Rep. Brownley, Julia [D-CA-26]	2
2101	Rep. Davids, Sharice [D-KS-3]	Rep. Budzinski, Nikki [D-IL-13]	1
2102	Rep. Davids, Sharice [D-KS-3]	Rep. Bush, Cori [D-MO-1]	1
2103	Rep. Davids, Sharice [D-KS-3]	Rep. Caraveo, Yadira [D-CO-8]	1
2104	Rep. Davids, Sharice [D-KS-3]	Rep. Carbajal, Salud O. [D-CA-24]	1
2105	Rep. Davids, Sharice [D-KS-3]	Rep. Carson, Andre [D-IN-7]	1
2106	Rep. Davids, Sharice [D-KS-3]	Rep. Carter, Troy A. [D-LA-2]	1
2107	Rep. Davids, Sharice [D-KS-3]	Rep. Casar, Greg [D-TX-35]	1
2108	Rep. Davids, Sharice [D-KS-3]	Rep. Case, Ed [D-HI-1]	1
2109	Rep. Davids, Sharice [D-KS-3]	Rep. Casten, Sean [D-IL-6]	1
2110	Rep. Davids, Sharice [D-KS-3]	Rep. Castor, Kathy [D-FL-14]	1
2111	Rep. Davids, Sharice [D-KS-3]	Rep. Castro, Joaquin [D-TX-20]	1
2112	Rep. Davids, Sharice [D-KS-3]	Rep. Chavez-DeRemer, Lori [R-OR-5]	1
2113	Rep. Davids, Sharice [D-KS-3]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]	1
2114	Rep. Davids, Sharice [D-KS-3]	Rep. Chu, Judy [D-CA-28]	2
2115	Rep. Davids, Sharice [D-KS-3]	Rep. Ciscomani, Juan [R-AZ-6]	1
2116	Rep. Davids, Sharice [D-KS-3]	Rep. Clarke, Yvette D. [D-NY-9]	1
2117	Rep. Davids, Sharice [D-KS-3]	Rep. Cleaver, Emanuel [D-MO-5]	2
2118	Rep. Davids, Sharice [D-KS-3]	Rep. Cohen, Steve [D-TN-9]	1
2119	Rep. Davids, Sharice [D-KS-3]	Rep. Cole, Tom [R-OK-4]	1
2120	Rep. Davids, Sharice [D-KS-3]	Rep. Connolly, Gerald E. [D-VA-11]	1
2121	Rep. Davids, Sharice [D-KS-3]	Rep. Correa, J. Luis [D-CA-46]	1
2122	Rep. Davids, Sharice [D-KS-3]	Rep. Costa, Jim [D-CA-21]	1
2123	Rep. Davids, Sharice [D-KS-3]	Rep. Courtney, Joe [D-CT-2]	1
2124	Rep. Davids, Sharice [D-KS-3]	Rep. Craig, Angie [D-MN-2]	2
2125	Rep. Davids, Sharice [D-KS-3]	Rep. Crockett, Jasmine [D-TX-30]	1
2126	Rep. Davids, Sharice [D-KS-3]	Rep. Crow, Jason [D-CO-6]	1
2127	Rep. Davids, Sharice [D-KS-3]	Rep. Cuellar, Henry [D-TX-28]	1
2128	Rep. Davids, Sharice [D-KS-3]	Rep. Cárdenas, Tony [D-CA-29]	1
2129	Rep. Davids, Sharice [D-KS-3]	Rep. Davis, Danny K. [D-IL-7]	1
2130	Rep. Davids, Sharice [D-KS-3]	Rep. DeGette, Diana [D-CO-1]	1
2131	Rep. Davids, Sharice [D-KS-3]	Rep. DeLauro, Rosa L. [D-CT-3]	1
2132	Rep. Davids, Sharice [D-KS-3]	Rep. DeSaulnier, Mark [D-CA-10]	2
2133	Rep. Davids, Sharice [D-KS-3]	Rep. Dean, Madeleine [D-PA-4]	2
2134	Rep. Davids, Sharice [D-KS-3]	Rep. DelBene, Suzan K. [D-WA-1]	2
2135	Rep. Davids, Sharice [D-KS-3]	Rep. Deluzio, Christopher R. [D-PA-17]	1
2136	Rep. Davids, Sharice [D-KS-3]	Rep. Dingell, Debbie [D-MI-6]	1
2137	Rep. Davids, Sharice [D-KS-3]	Rep. Edwards, Chuck [R-NC-11]	1
2138	Rep. Davids, Sharice [D-KS-3]	Rep. Eshoo, Anna G. [D-CA-16]	1
2139	Rep. Davids, Sharice [D-KS-3]	Rep. Espaillat, Adriano [D-NY-13]	1
2140	Rep. Davids, Sharice [D-KS-3]	Rep. Evans, Dwight [D-PA-3]	1
2141	Rep. Davids, Sharice [D-KS-3]	Rep. Finstad, Brad [R-MN-1]	1
2142	Rep. Davids, Sharice [D-KS-3]	Rep. Fitzpatrick, Brian K. [R-PA-1]	1
2143	Rep. Davids, Sharice [D-KS-3]	"Rep. Fleischmann, Charles J. ""Chuck"" [R-TN-3]"	1
2144	Rep. Davids, Sharice [D-KS-3]	Rep. Fletcher, Lizzie [D-TX-7]	1
2145	Rep. Davids, Sharice [D-KS-3]	Rep. Flood, Mike [R-NE-1]	1
2146	Rep. Davids, Sharice [D-KS-3]	Rep. Foster, Bill [D-IL-11]	1
2147	Rep. Davids, Sharice [D-KS-3]	Rep. Foushee, Valerie P. [D-NC-4]	1
2148	Rep. Davids, Sharice [D-KS-3]	Rep. Frankel, Lois [D-FL-22]	1
2149	Rep. Davids, Sharice [D-KS-3]	Rep. Frost, Maxwell [D-FL-10]	2
2150	Rep. Davids, Sharice [D-KS-3]	Rep. Gallego, Ruben [D-AZ-3]	1
2151	Rep. Davids, Sharice [D-KS-3]	"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]"	1
2152	Rep. Davids, Sharice [D-KS-3]	Rep. Garcia, Robert [D-CA-42]	1
2153	Rep. Davids, Sharice [D-KS-3]	Rep. Garcia, Sylvia R. [D-TX-29]	1
2154	Rep. Davids, Sharice [D-KS-3]	Rep. Golden, Jared F. [D-ME-2]	1
2155	Rep. Davids, Sharice [D-KS-3]	Rep. Goldman, Daniel S. [D-NY-10]	1
2156	Rep. Davids, Sharice [D-KS-3]	Rep. Gomez, Jimmy [D-CA-34]	1
2157	Rep. Davids, Sharice [D-KS-3]	Rep. Gonzalez, Vicente [D-TX-34]	1
2158	Rep. Davids, Sharice [D-KS-3]	Rep. Gottheimer, Josh [D-NJ-5]	2
2159	Rep. Davids, Sharice [D-KS-3]	Rep. Green, Al [D-TX-9]	1
2160	Rep. Davids, Sharice [D-KS-3]	Rep. Grijalva, Raúl M. [D-AZ-7]	1
2161	Rep. Davids, Sharice [D-KS-3]	Rep. Harder, Josh [D-CA-9]	1
2162	Rep. Davids, Sharice [D-KS-3]	Rep. Hayes, Jahana [D-CT-5]	1
2163	Rep. Davids, Sharice [D-KS-3]	Rep. Higgins, Brian [D-NY-26]	1
2164	Rep. Davids, Sharice [D-KS-3]	Rep. Himes, James A. [D-CT-4]	1
2165	Rep. Davids, Sharice [D-KS-3]	Rep. Horsford, Steven [D-NV-4]	2
2166	Rep. Davids, Sharice [D-KS-3]	Rep. Houchin, Erin [R-IN-9]	1
2167	Rep. Davids, Sharice [D-KS-3]	Rep. Houlahan, Chrissy [D-PA-6]	2
2168	Rep. Davids, Sharice [D-KS-3]	Rep. Hoyle, Val T. [D-OR-4]	1
2169	Rep. Davids, Sharice [D-KS-3]	Rep. Huffman, Jared [D-CA-2]	1
2170	Rep. Davids, Sharice [D-KS-3]	Rep. Ivey, Glenn [D-MD-4]	1
2171	Rep. Davids, Sharice [D-KS-3]	Rep. Jackson Lee, Sheila [D-TX-18]	1
2172	Rep. Davids, Sharice [D-KS-3]	Rep. Jackson, Jeff [D-NC-14]	1
2173	Rep. Davids, Sharice [D-KS-3]	Rep. Jacobs, Sara [D-CA-51]	1
2174	Rep. Davids, Sharice [D-KS-3]	Rep. Jayapal, Pramila [D-WA-7]	2
2175	Rep. Davids, Sharice [D-KS-3]	Rep. Kamlager-Dove, Sydney [D-CA-37]	1
2176	Rep. Davids, Sharice [D-KS-3]	Rep. Keating, William R. [D-MA-9]	1
2177	Rep. Davids, Sharice [D-KS-3]	Rep. Kelly, Robin L. [D-IL-2]	1
2178	Rep. Davids, Sharice [D-KS-3]	Rep. Kennedy, Timothy M. [D-NY-26]	1
2179	Rep. Davids, Sharice [D-KS-3]	Rep. Khanna, Ro [D-CA-17]	2
2180	Rep. Davids, Sharice [D-KS-3]	Rep. Kildee, Daniel T. [D-MI-8]	1
2181	Rep. Davids, Sharice [D-KS-3]	Rep. Kiley, Kevin [R-CA-3]	1
2182	Rep. Davids, Sharice [D-KS-3]	Rep. Kilmer, Derek [D-WA-6]	2
2183	Rep. Davids, Sharice [D-KS-3]	Rep. Kim, Andy [D-NJ-3]	2
2184	Rep. Davids, Sharice [D-KS-3]	Rep. Krishnamoorthi, Raja [D-IL-8]	2
2185	Rep. Davids, Sharice [D-KS-3]	Rep. Kuster, Ann M. [D-NH-2]	1
2186	Rep. Davids, Sharice [D-KS-3]	Rep. LaTurner, Jake [R-KS-2]	1
2187	Rep. Davids, Sharice [D-KS-3]	Rep. Landsman, Greg [D-OH-1]	2
2188	Rep. Davids, Sharice [D-KS-3]	Rep. Langworthy, Nicholas A. [R-NY-23]	1
2189	Rep. Davids, Sharice [D-KS-3]	Rep. Larsen, Rick [D-WA-2]	2
2190	Rep. Davids, Sharice [D-KS-3]	Rep. Larson, John B. [D-CT-1]	1
2191	Rep. Davids, Sharice [D-KS-3]	Rep. Lee, Barbara [D-CA-12]	2
2192	Rep. Davids, Sharice [D-KS-3]	Rep. Lee, Summer L. [D-PA-12]	2
2193	Rep. Davids, Sharice [D-KS-3]	Rep. Lee, Susie [D-NV-3]	1
2194	Rep. Davids, Sharice [D-KS-3]	Rep. Leger Fernandez, Teresa [D-NM-3]	2
2195	Rep. Davids, Sharice [D-KS-3]	Rep. Levin, Mike [D-CA-49]	1
2196	Rep. Davids, Sharice [D-KS-3]	Rep. Lieu, Ted [D-CA-36]	1
2197	Rep. Davids, Sharice [D-KS-3]	Rep. Lofgren, Zoe [D-CA-18]	2
2198	Rep. Davids, Sharice [D-KS-3]	Rep. Lynch, Stephen F. [D-MA-8]	1
2199	Rep. Davids, Sharice [D-KS-3]	Rep. Magaziner, Seth [D-RI-2]	1
2200	Rep. Davids, Sharice [D-KS-3]	Rep. Manning, Kathy E. [D-NC-6]	1
2201	Rep. Davids, Sharice [D-KS-3]	Rep. Matsui, Doris O. [D-CA-7]	1
2202	Rep. Davids, Sharice [D-KS-3]	Rep. McBath, Lucy [D-GA-7]	1
2203	Rep. Davids, Sharice [D-KS-3]	Rep. McClellan, Jennifer L. [D-VA-4]	1
2204	Rep. Davids, Sharice [D-KS-3]	Rep. McCollum, Betty [D-MN-4]	2
2205	Rep. Davids, Sharice [D-KS-3]	Rep. McGarvey, Morgan [D-KY-3]	1
2206	Rep. Davids, Sharice [D-KS-3]	Rep. McGovern, James P. [D-MA-2]	1
2207	Rep. Davids, Sharice [D-KS-3]	Rep. McIver, LaMonica [D-NJ-10]	1
2208	Rep. Davids, Sharice [D-KS-3]	Rep. Meeks, Gregory W. [D-NY-5]	1
2209	Rep. Davids, Sharice [D-KS-3]	Rep. Menendez, Robert [D-NJ-8]	1
2210	Rep. Davids, Sharice [D-KS-3]	Rep. Meng, Grace [D-NY-6]	1
2211	Rep. Davids, Sharice [D-KS-3]	Rep. Molinaro, Marcus J. [R-NY-19]	1
2212	Rep. Davids, Sharice [D-KS-3]	Rep. Moolenaar, John R. [R-MI-2]	1
2213	Rep. Davids, Sharice [D-KS-3]	Rep. Moore, Gwen [D-WI-4]	2
2214	Rep. Davids, Sharice [D-KS-3]	Rep. Morelle, Joseph D. [D-NY-25]	1
2215	Rep. Davids, Sharice [D-KS-3]	Rep. Moskowitz, Jared [D-FL-23]	1
2216	Rep. Davids, Sharice [D-KS-3]	Rep. Moulton, Seth [D-MA-6]	2
2217	Rep. Davids, Sharice [D-KS-3]	Rep. Mrvan, Frank J. [D-IN-1]	1
2218	Rep. Davids, Sharice [D-KS-3]	Rep. Mullin, Kevin [D-CA-15]	1
2219	Rep. Davids, Sharice [D-KS-3]	Rep. Nadler, Jerrold [D-NY-12]	2
2220	Rep. Davids, Sharice [D-KS-3]	Rep. Napolitano, Grace F. [D-CA-31]	2
2221	Rep. Davids, Sharice [D-KS-3]	Rep. Neguse, Joe [D-CO-2]	2
2222	Rep. Davids, Sharice [D-KS-3]	Rep. Newhouse, Dan [R-WA-4]	1
2223	Rep. Davids, Sharice [D-KS-3]	Rep. Nickel, Wiley [D-NC-13]	1
2224	Rep. Davids, Sharice [D-KS-3]	Rep. Norcross, Donald [D-NJ-1]	1
2225	Rep. Davids, Sharice [D-KS-3]	Rep. Ocasio-Cortez, Alexandria [D-NY-14]	1
2226	Rep. Davids, Sharice [D-KS-3]	Rep. Omar, Ilhan [D-MN-5]	2
2227	Rep. Davids, Sharice [D-KS-3]	Rep. Owens, Burgess [R-UT-4]	1
2228	Rep. Davids, Sharice [D-KS-3]	Rep. Panetta, Jimmy [D-CA-19]	1
2229	Rep. Davids, Sharice [D-KS-3]	Rep. Pappas, Chris [D-NH-1]	2
2230	Rep. Davids, Sharice [D-KS-3]	Rep. Pascrell, Bill [D-NJ-9]	1
2231	Rep. Davids, Sharice [D-KS-3]	Rep. Peltola, Mary Sattler [D-AK-At Large]	1
2232	Rep. Davids, Sharice [D-KS-3]	Rep. Perez, Marie Gluesenkamp [D-WA-3]	2
2233	Rep. Davids, Sharice [D-KS-3]	Rep. Pettersen, Brittany [D-CO-7]	1
2234	Rep. Davids, Sharice [D-KS-3]	Rep. Phillips, Dean [D-MN-3]	2
2235	Rep. Davids, Sharice [D-KS-3]	Rep. Pingree, Chellie [D-ME-1]	2
2236	Rep. Davids, Sharice [D-KS-3]	Rep. Pocan, Mark [D-WI-2]	1
2237	Rep. Davids, Sharice [D-KS-3]	Rep. Porter, Katie [D-CA-47]	1
2238	Rep. Davids, Sharice [D-KS-3]	Rep. Pressley, Ayanna [D-MA-7]	1
2239	Rep. Davids, Sharice [D-KS-3]	Rep. Quigley, Mike [D-IL-5]	1
2240	Rep. Davids, Sharice [D-KS-3]	Rep. Ramirez, Delia C. [D-IL-3]	1
2241	Rep. Davids, Sharice [D-KS-3]	Rep. Raskin, Jamie [D-MD-8]	2
2242	Rep. Davids, Sharice [D-KS-3]	Rep. Ross, Deborah K. [D-NC-2]	1
2243	Rep. Davids, Sharice [D-KS-3]	Rep. Ruiz, Raul [D-CA-25]	1
2244	Rep. Davids, Sharice [D-KS-3]	Rep. Ryan, Patrick [D-NY-18]	1
2245	Rep. Davids, Sharice [D-KS-3]	Rep. Salinas, Andrea [D-OR-6]	1
2246	Rep. Davids, Sharice [D-KS-3]	Rep. Sarbanes, John P. [D-MD-3]	1
2247	Rep. Davids, Sharice [D-KS-3]	Rep. Scanlon, Mary Gay [D-PA-5]	1
2248	Rep. Davids, Sharice [D-KS-3]	Rep. Schakowsky, Janice D. [D-IL-9]	2
2249	Rep. Davids, Sharice [D-KS-3]	Rep. Schiff, Adam B. [D-CA-28]	1
2250	Rep. Davids, Sharice [D-KS-3]	Rep. Schiff, Adam B. [D-CA-30]	1
2251	Rep. Davids, Sharice [D-KS-3]	Rep. Schneider, Bradley Scott [D-IL-10]	1
2252	Rep. Davids, Sharice [D-KS-3]	Rep. Scholten, Hillary J. [D-MI-3]	1
2253	Rep. Davids, Sharice [D-KS-3]	Rep. Schrier, Kim [D-WA-8]	1
2254	Rep. Davids, Sharice [D-KS-3]	Rep. Scott, David [D-GA-13]	1
2255	Rep. Davids, Sharice [D-KS-3]	"Rep. Scott, Robert C. ""Bobby"" [D-VA-3]"	1
2256	Rep. Davids, Sharice [D-KS-3]	Rep. Sewell, Terri A. [D-AL-7]	1
2257	Rep. Davids, Sharice [D-KS-3]	Rep. Sherman, Brad [D-CA-32]	1
2258	Rep. Davids, Sharice [D-KS-3]	Rep. Sherrill, Mikie [D-NJ-11]	1
2259	Rep. Davids, Sharice [D-KS-3]	Rep. Slotkin, Elissa [D-MI-7]	1
2260	Rep. Davids, Sharice [D-KS-3]	Rep. Smith, Adam [D-WA-9]	1
2261	Rep. Davids, Sharice [D-KS-3]	Rep. Sorensen, Eric [D-IL-17]	2
2262	Rep. Davids, Sharice [D-KS-3]	Rep. Soto, Darren [D-FL-9]	2
2263	Rep. Davids, Sharice [D-KS-3]	Rep. Spanberger, Abigail Davis [D-VA-7]	1
2264	Rep. Davids, Sharice [D-KS-3]	Rep. Stansbury, Melanie Ann [D-NM-1]	1
2265	Rep. Davids, Sharice [D-KS-3]	Rep. Stanton, Greg [D-AZ-4]	2
2266	Rep. Davids, Sharice [D-KS-3]	Rep. Stauber, Pete [R-MN-8]	1
2267	Rep. Davids, Sharice [D-KS-3]	Rep. Stevens, Haley M. [D-MI-11]	1
2268	Rep. Davids, Sharice [D-KS-3]	Rep. Strickland, Marilyn [D-WA-10]	1
2269	Rep. Davids, Sharice [D-KS-3]	Rep. Swalwell, Eric [D-CA-14]	1
2270	Rep. Davids, Sharice [D-KS-3]	Rep. Sánchez, Linda T. [D-CA-38]	1
2271	Rep. Davids, Sharice [D-KS-3]	Rep. Takano, Mark [D-CA-39]	2
2272	Rep. Davids, Sharice [D-KS-3]	Rep. Thanedar, Shri [D-MI-13]	1
2273	Rep. Davids, Sharice [D-KS-3]	Rep. Titus, Dina [D-NV-1]	1
2274	Rep. Davids, Sharice [D-KS-3]	Rep. Tlaib, Rashida [D-MI-12]	2
2275	Rep. Davids, Sharice [D-KS-3]	Rep. Tokuda, Jill N. [D-HI-2]	2
2276	Rep. Davids, Sharice [D-KS-3]	Rep. Tonko, Paul [D-NY-20]	2
2277	Rep. Davids, Sharice [D-KS-3]	Rep. Torres, Norma J. [D-CA-35]	1
2278	Rep. Davids, Sharice [D-KS-3]	Rep. Torres, Ritchie [D-NY-15]	1
2279	Rep. Davids, Sharice [D-KS-3]	Rep. Trahan, Lori [D-MA-3]	1
2280	Rep. Davids, Sharice [D-KS-3]	Rep. Trone, David J. [D-MD-6]	2
2281	Rep. Davids, Sharice [D-KS-3]	Rep. Underwood, Lauren [D-IL-14]	1
2282	Rep. Davids, Sharice [D-KS-3]	Rep. Vargas, Juan [D-CA-52]	1
2283	Rep. Davids, Sharice [D-KS-3]	Rep. Vasquez, Gabe [D-NM-2]	1
2284	Rep. Davids, Sharice [D-KS-3]	Rep. Veasey, Marc A. [D-TX-33]	1
2285	Rep. Davids, Sharice [D-KS-3]	Rep. Velazquez, Nydia M. [D-NY-7]	1
2286	Rep. Davids, Sharice [D-KS-3]	Rep. Velázquez, Nydia M. [D-NY-7]	1
2287	Rep. Davids, Sharice [D-KS-3]	Rep. Wasserman Schultz, Debbie [D-FL-25]	1
2288	Rep. Davids, Sharice [D-KS-3]	Rep. Waters, Maxine [D-CA-43]	1
2289	Rep. Davids, Sharice [D-KS-3]	Rep. Watson Coleman, Bonnie [D-NJ-12]	1
2290	Rep. Davids, Sharice [D-KS-3]	Rep. Wexton, Jennifer [D-VA-10]	1
2291	Rep. Davids, Sharice [D-KS-3]	Rep. Wild, Susan [D-PA-7]	2
2292	Rep. Davids, Sharice [D-KS-3]	Rep. Williams, Nikema [D-GA-5]	1
2293	Rep. Davids, Sharice [D-KS-3]	Rep. Wilson, Frederica S. [D-FL-24]	1
2294	Rep. Davids, Sharice [D-KS-3]	Rep. Yakym, Rudy [R-IN-2]	1
2295	Rep. Davids, Sharice [D-KS-3]	Rep. Zinke, Ryan K. [R-MT-1]	1
2296	Rep. Davidson, Warren [R-OH-8]	Rep. Aderholt, Robert B. [R-AL-4]	1
2297	Rep. Davidson, Warren [R-OH-8]	Rep. Babin, Brian [R-TX-36]	1
2298	Rep. Davidson, Warren [R-OH-8]	Rep. Balderson, Troy [R-OH-12]	1
2299	Rep. Davidson, Warren [R-OH-8]	Rep. Barr, Andy [R-KY-6]	1
2300	Rep. Davidson, Warren [R-OH-8]	Rep. Bentz, Cliff [R-OR-2]	1
2301	Rep. Davidson, Warren [R-OH-8]	Rep. Biggs, Andy [R-AZ-5]	1
2302	Rep. Davidson, Warren [R-OH-8]	Rep. Bilirakis, Gus M. [R-FL-12]	1
2303	Rep. Davidson, Warren [R-OH-8]	Rep. Bishop, Dan [R-NC-8]	1
2304	Rep. Davidson, Warren [R-OH-8]	Rep. Bost, Mike [R-IL-12]	1
2305	Rep. Davidson, Warren [R-OH-8]	Rep. Brecheen, Josh [R-OK-2]	1
2306	Rep. Davidson, Warren [R-OH-8]	Rep. Burchett, Tim [R-TN-2]	1
2307	Rep. Davidson, Warren [R-OH-8]	Rep. Cammack, Kat [R-FL-3]	1
2308	Rep. Davidson, Warren [R-OH-8]	Rep. Cline, Ben [R-VA-6]	1
2309	Rep. Davidson, Warren [R-OH-8]	Rep. Cloud, Michael [R-TX-27]	1
2310	Rep. Davidson, Warren [R-OH-8]	Rep. De La Cruz, Monica [R-TX-15]	1
2311	Rep. Davidson, Warren [R-OH-8]	Rep. Donalds, Byron [R-FL-19]	1
2312	Rep. Davidson, Warren [R-OH-8]	Rep. Duncan, Jeff [R-SC-3]	1
2313	Rep. Davidson, Warren [R-OH-8]	Rep. Emmer, Tom [R-MN-6]	1
2314	Rep. Davidson, Warren [R-OH-8]	Rep. Franklin, C. Scott [R-FL-18]	1
2315	Rep. Davidson, Warren [R-OH-8]	Rep. Gaetz, Matt [R-FL-1]	1
2316	Rep. Davidson, Warren [R-OH-8]	Rep. Garcia, Mike [R-CA-27]	1
2317	Rep. Davidson, Warren [R-OH-8]	Rep. Gooden, Lance [R-TX-5]	1
2318	Rep. Davidson, Warren [R-OH-8]	Rep. Grothman, Glenn [R-WI-6]	1
2319	Rep. Davidson, Warren [R-OH-8]	Rep. Harshbarger, Diana [R-TN-1]	1
2320	Rep. Davidson, Warren [R-OH-8]	Rep. Hern, Kevin [R-OK-1]	1
2321	Rep. Davidson, Warren [R-OH-8]	Rep. Higgins, Clay [R-LA-3]	1
2322	Rep. Davidson, Warren [R-OH-8]	Rep. Jackson, Ronny [R-TX-13]	1
2323	Rep. Davidson, Warren [R-OH-8]	Rep. James, John [R-MI-10]	1
2324	Rep. Davidson, Warren [R-OH-8]	Rep. Jordan, Jim [R-OH-4]	1
2325	Rep. Davidson, Warren [R-OH-8]	Rep. Kelly, Trent [R-MS-1]	1
2326	Rep. Davidson, Warren [R-OH-8]	Rep. Massie, Thomas [R-KY-4]	1
2327	Rep. Davidson, Warren [R-OH-8]	Rep. Mast, Brian J. [R-FL-21]	1
2328	Rep. Davidson, Warren [R-OH-8]	Rep. Miller, Carol D. [R-WV-1]	1
2329	Rep. Davidson, Warren [R-OH-8]	Rep. Miller, Mary E. [R-IL-15]	1
2330	Rep. Davidson, Warren [R-OH-8]	Rep. Miller, Max L. [R-OH-7]	1
2331	Rep. Davidson, Warren [R-OH-8]	Rep. Mills, Cory [R-FL-7]	1
2332	Rep. Davidson, Warren [R-OH-8]	Rep. Moolenaar, John R. [R-MI-2]	1
2333	Rep. Davidson, Warren [R-OH-8]	Rep. Mooney, Alexander X. [R-WV-2]	1
2334	Rep. Davidson, Warren [R-OH-8]	Rep. Moore, Barry [R-AL-2]	1
2335	Rep. Davidson, Warren [R-OH-8]	Rep. Nehls, Troy E. [R-TX-22]	1
2336	Rep. Davidson, Warren [R-OH-8]	Rep. Norman, Ralph [R-SC-5]	1
2337	Rep. Davidson, Warren [R-OH-8]	Rep. Nunn, Zachary [R-IA-3]	1
2338	Rep. Davidson, Warren [R-OH-8]	Rep. Ogles, Andrew [R-TN-5]	1
2339	Rep. Davidson, Warren [R-OH-8]	Rep. Posey, Bill [R-FL-8]	1
2340	Rep. Davidson, Warren [R-OH-8]	Rep. Roy, Chip [R-TX-21]	1
2341	Rep. Davidson, Warren [R-OH-8]	Rep. Santos, George [R-NY-3]	1
2342	Rep. Davidson, Warren [R-OH-8]	Rep. Self, Keith [R-TX-3]	1
2343	Rep. Davidson, Warren [R-OH-8]	Rep. Steube, W. Gregory [R-FL-17]	1
2344	Rep. Davidson, Warren [R-OH-8]	Rep. Tenney, Claudia [R-NY-24]	1
2345	Rep. Davidson, Warren [R-OH-8]	Rep. Tiffany, Thomas P. [R-WI-7]	1
2346	Rep. Davidson, Warren [R-OH-8]	Rep. Van Orden, Derrick [R-WI-3]	1
2347	Rep. Davidson, Warren [R-OH-8]	Rep. Weber, Randy K., Sr. [R-TX-14]	1
2348	Rep. Davidson, Warren [R-OH-8]	Rep. Wenstrup, Brad R. [R-OH-2]	1
2349	Rep. Davidson, Warren [R-OH-8]	Rep. Williams, Roger [R-TX-25]	1
2350	Rep. Davidson, Warren [R-OH-8]	Rep. Zinke, Ryan K. [R-MT-1]	1
2351	Rep. Davis, Danny K. [D-IL-7]	Rep. Horsford, Steven [D-NV-4]	1
2352	Rep. Davis, Donald G. [D-NC-1]	Del. Norton, Eleanor Holmes [D-DC-At Large]	1
2353	Rep. Davis, Donald G. [D-NC-1]	Rep. Carson, Andre [D-IN-7]	1
2354	Rep. Davis, Donald G. [D-NC-1]	Rep. Hayes, Jahana [D-CT-5]	1
2355	Rep. Davis, Donald G. [D-NC-1]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	1
2356	Rep. Davis, Donald G. [D-NC-1]	Rep. Lynch, Stephen F. [D-MA-8]	1
2357	Rep. Davis, Donald G. [D-NC-1]	Rep. Nickel, Wiley [D-NC-13]	1
2358	Rep. Davis, Donald G. [D-NC-1]	Rep. Payne, Donald M., Jr. [D-NJ-10]	1
2359	Rep. Davis, Donald G. [D-NC-1]	Rep. Pfluger, August [R-TX-11]	1
2360	Rep. Davis, Donald G. [D-NC-1]	Rep. Ross, Deborah K. [D-NC-2]	1
2361	Rep. Davis, Donald G. [D-NC-1]	Rep. Tlaib, Rashida [D-MI-12]	1
2362	Rep. De La Cruz, Monica [R-TX-15]	Del. Moylan, James C. [R-GU-At Large]	1
2363	Rep. De La Cruz, Monica [R-TX-15]	Rep. Armstrong, Kelly [R-ND-At Large]	1
2364	Rep. De La Cruz, Monica [R-TX-15]	Rep. Babin, Brian [R-TX-36]	1
2365	Rep. De La Cruz, Monica [R-TX-15]	Rep. Barr, Andy [R-KY-6]	1
2366	Rep. De La Cruz, Monica [R-TX-15]	Rep. Bean, Aaron [R-FL-4]	1
2367	Rep. De La Cruz, Monica [R-TX-15]	Rep. Bice, Stephanie I. [R-OK-5]	1
2368	Rep. De La Cruz, Monica [R-TX-15]	Rep. Biggs, Andy [R-AZ-5]	1
2369	Rep. De La Cruz, Monica [R-TX-15]	Rep. Buchanan, Vern [R-FL-16]	1
2370	Rep. De La Cruz, Monica [R-TX-15]	Rep. Carey, Mike [R-OH-15]	1
2371	Rep. De La Cruz, Monica [R-TX-15]	Rep. Chavez-DeRemer, Lori [R-OR-5]	1
2372	Rep. De La Cruz, Monica [R-TX-15]	Rep. Ciscomani, Juan [R-AZ-6]	1
2373	Rep. De La Cruz, Monica [R-TX-15]	"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]"	1
2374	Rep. De La Cruz, Monica [R-TX-15]	Rep. Crenshaw, Dan [R-TX-2]	1
2375	Rep. De La Cruz, Monica [R-TX-15]	Rep. Crockett, Jasmine [D-TX-30]	1
2376	Rep. De La Cruz, Monica [R-TX-15]	Rep. Cuellar, Henry [D-TX-28]	1
2377	Rep. De La Cruz, Monica [R-TX-15]	Rep. D'Esposito, Anthony [R-NY-4]	1
2378	Rep. De La Cruz, Monica [R-TX-15]	Rep. Feenstra, Randy [R-IA-4]	1
2379	Rep. De La Cruz, Monica [R-TX-15]	Rep. Franklin, C. Scott [R-FL-18]	1
2380	Rep. De La Cruz, Monica [R-TX-15]	Rep. Gonzales, Tony [R-TX-23]	2
2381	Rep. De La Cruz, Monica [R-TX-15]	Rep. Gooden, Lance [R-TX-5]	1
2382	Rep. De La Cruz, Monica [R-TX-15]	Rep. Green, Mark E. [R-TN-7]	1
2383	Rep. De La Cruz, Monica [R-TX-15]	Rep. Greene, Marjorie Taylor [R-GA-14]	1
2384	Rep. De La Cruz, Monica [R-TX-15]	Rep. Guest, Michael [R-MS-3]	1
2385	Rep. De La Cruz, Monica [R-TX-15]	Rep. Guthrie, Brett [R-KY-2]	1
