	sponsor	cosponsor
9319	Rep. Panetta, Jimmy [D-CA-19]	Rep. Miller, Carol D. [R-WV-1]
9320	Rep. McCollum, Betty [D-MN-4]	Rep. Pingree, Chellie [D-ME-1]
9321	Rep. Ross, Deborah K. [D-NC-2]	Rep. Rouzer, David [R-NC-7]
9322	Rep. Ross, Deborah K. [D-NC-2]	Rep. Hudson, Richard [R-NC-9]
9323	Rep. Ross, Deborah K. [D-NC-2]	Rep. McHenry, Patrick T. [R-NC-10]
9324	Rep. Ross, Deborah K. [D-NC-2]	Rep. Foxx, Virginia [R-NC-5]
9325	Rep. Ross, Deborah K. [D-NC-2]	Rep. Bishop, Dan [R-NC-8]
9326	Rep. Ross, Deborah K. [D-NC-2]	Rep. Murphy, Gregory F. [R-NC-3]
9327	Rep. Ross, Deborah K. [D-NC-2]	Rep. Edwards, Chuck [R-NC-11]
9328	Rep. Ross, Deborah K. [D-NC-2]	Rep. Foushee, Valerie P. [D-NC-4]
9329	Rep. Ross, Deborah K. [D-NC-2]	Rep. Jackson, Jeff [D-NC-14]
9330	Rep. Ross, Deborah K. [D-NC-2]	Rep. Manning, Kathy E. [D-NC-6]
9331	Rep. Ross, Deborah K. [D-NC-2]	Rep. Nickel, Wiley [D-NC-13]
9332	Rep. Ross, Deborah K. [D-NC-2]	Rep. Davis, Donald G. [D-NC-1]
9333	Rep. Ross, Deborah K. [D-NC-2]	Rep. Adams, Alma S. [D-NC-12]
9334	Rep. Mace, Nancy [R-SC-1]	Rep. Duncan, Jeff [R-SC-3]
9335	Rep. Mace, Nancy [R-SC-1]	Rep. Boebert, Lauren [R-CO-3]
9336	Rep. Mace, Nancy [R-SC-1]	Rep. Nehls, Troy E. [R-TX-22]
9337	Rep. Costa, Jim [D-CA-21]	Rep. Obernolte, Jay [R-CA-23]
9338	Rep. Costa, Jim [D-CA-21]	Rep. Matsui, Doris O. [D-CA-7]
9339	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Eshoo, Anna G. [D-CA-16]
9340	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. McGovern, James P. [D-MA-2]
9341	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Espaillat, Adriano [D-NY-13]
9342	Rep. Beyer, Donald S., Jr. [D-VA-8]	Rep. Tlaib, Rashida [D-MI-12]
9343	Rep. Wilson, Joe [R-SC-2]	Rep. Gallego, Ruben [D-AZ-3]
9344	Rep. Wilson, Joe [R-SC-2]	Rep. Lamborn, Doug [R-CO-5]
9345	Rep. Wilson, Joe [R-SC-2]	Rep. Schneider, Bradley Scott [D-IL-10]
9346	Rep. Wilson, Joe [R-SC-2]	Rep. Bacon, Don [R-NE-2]
9347	Rep. Wilson, Joe [R-SC-2]	Rep. Moulton, Seth [D-MA-6]
9348	Rep. Wilson, Joe [R-SC-2]	Rep. Stefanik, Elise M. [R-NY-21]
9349	Rep. Wilson, Joe [R-SC-2]	Rep. Finstad, Brad [R-MN-1]
9350	Rep. Wilson, Joe [R-SC-2]	Rep. Lawler, Michael [R-NY-17]
9351	Rep. Wilson, Joe [R-SC-2]	Rep. Ryan, Patrick [D-NY-18]
9352	Rep. Wilson, Joe [R-SC-2]	Rep. LaLota, Nick [R-NY-1]
9353	Rep. Wilson, Joe [R-SC-2]	Rep. Auchincloss, Jake [D-MA-4]
9354	Rep. Wilson, Joe [R-SC-2]	Rep. Kean, Thomas H. [R-NJ-7]
9355	Rep. Wilson, Joe [R-SC-2]	Rep. Pappas, Chris [D-NH-1]
9356	Rep. Wilson, Joe [R-SC-2]	Rep. Trone, David J. [D-MD-6]
9357	Rep. Wilson, Joe [R-SC-2]	Rescom. González-Colón, Jenniffer [R-PR-At Large]
9358	Rep. Wilson, Joe [R-SC-2]	Rep. Banks, Jim [R-IN-3]
9359	Rep. Wilson, Joe [R-SC-2]	Rep. Meng, Grace [D-NY-6]
9360	Rep. Wilson, Joe [R-SC-2]	Rep. Torres, Ritchie [D-NY-15]
9361	Rep. Wilson, Joe [R-SC-2]	Rep. Goldman, Daniel S. [D-NY-10]
9362	Rep. Wilson, Joe [R-SC-2]	Rep. Ferguson, A. Drew [R-GA-3]
9363	Rep. Wilson, Joe [R-SC-2]	Rep. Frankel, Lois [D-FL-22]
9364	Rep. Wilson, Joe [R-SC-2]	Rep. Morelle, Joseph D. [D-NY-25]
9365	Rep. Wilson, Joe [R-SC-2]	Rep. Moskowitz, Jared [D-FL-23]
9366	Rep. Wilson, Joe [R-SC-2]	Rep. Phillips, Dean [D-MN-3]
9367	Rep. Wilson, Joe [R-SC-2]	Rep. Williams, Brandon [R-NY-22]
9368	Rep. Latta, Robert E. [R-OH-5]	Rep. Harshbarger, Diana [R-TN-1]
9369	Rep. Latta, Robert E. [R-OH-5]	Rep. Aderholt, Robert B. [R-AL-4]
9370	Rep. Latta, Robert E. [R-OH-5]	Rep. Reschenthaler, Guy [R-PA-14]
9371	Rep. Latta, Robert E. [R-OH-5]	Rep. Letlow, Julia [R-LA-5]
9372	Rep. Latta, Robert E. [R-OH-5]	Rep. Finstad, Brad [R-MN-1]
9373	Rep. Latta, Robert E. [R-OH-5]	Rep. Grothman, Glenn [R-WI-6]
9374	Rep. Latta, Robert E. [R-OH-5]	Rep. Luetkemeyer, Blaine [R-MO-3]
9375	Rep. Latta, Robert E. [R-OH-5]	Rep. Dunn, Neal P. [R-FL-2]
9376	Rep. Latta, Robert E. [R-OH-5]	Rep. Bost, Mike [R-IL-12]
9377	Rep. Latta, Robert E. [R-OH-5]	Rep. Babin, Brian [R-TX-36]
9378	Rep. Latta, Robert E. [R-OH-5]	Rep. Palmer, Gary J. [R-AL-6]
9379	Rep. Latta, Robert E. [R-OH-5]	Rep. Wenstrup, Brad R. [R-OH-2]
9380	Rep. Latta, Robert E. [R-OH-5]	Rep. Ellzey, Jake [R-TX-6]
9381	Rep. Latta, Robert E. [R-OH-5]	Rep. Miller, Mary E. [R-IL-15]
9382	Rep. Latta, Robert E. [R-OH-5]	Rep. Smith, Christopher H. [R-NJ-4]
9383	Rep. Latta, Robert E. [R-OH-5]	Rep. Banks, Jim [R-IN-3]
9384	Rep. Latta, Robert E. [R-OH-5]	Rep. Feenstra, Randy [R-IA-4]
9385	Rep. Latta, Robert E. [R-OH-5]	Rep. Pfluger, August [R-TX-11]
9386	Rep. Latta, Robert E. [R-OH-5]	Rep. Biggs, Andy [R-AZ-5]
9387	Rep. Latta, Robert E. [R-OH-5]	Rep. Franklin, C. Scott [R-FL-18]
9388	Rep. Latta, Robert E. [R-OH-5]	Rep. Weber, Randy K., Sr. [R-TX-14]
9389	Rep. Latta, Robert E. [R-OH-5]	Rep. Walberg, Tim [R-MI-5]
9390	Rep. Latta, Robert E. [R-OH-5]	Rep. LaHood, Darin [R-IL-16]
9391	Rep. Latta, Robert E. [R-OH-5]	Rep. Jackson, Ronny [R-TX-13]
9392	Rep. Latta, Robert E. [R-OH-5]	Rep. Mann, Tracey [R-KS-1]
9393	Rep. Latta, Robert E. [R-OH-5]	Rep. Balderson, Troy [R-OH-12]
9394	Rep. Latta, Robert E. [R-OH-5]	Rep. Rose, John W. [R-TN-6]
9395	Rep. Latta, Robert E. [R-OH-5]	Rep. Guest, Michael [R-MS-3]
9396	Rep. Latta, Robert E. [R-OH-5]	Rep. Boebert, Lauren [R-CO-3]
9397	Rep. Latta, Robert E. [R-OH-5]	Rep. Waltz, Michael [R-FL-6]
9398	Rep. Latta, Robert E. [R-OH-5]	Rep. Perry, Scott [R-PA-10]
9399	Rep. Latta, Robert E. [R-OH-5]	Rep. McHenry, Patrick T. [R-NC-10]
9400	Rep. Latta, Robert E. [R-OH-5]	Rep. Good, Bob [R-VA-5]
9401	Rep. Latta, Robert E. [R-OH-5]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"
9402	Rep. Latta, Robert E. [R-OH-5]	Rep. Fitzgerald, Scott [R-WI-5]
9403	Rep. Latta, Robert E. [R-OH-5]	Rep. Lamborn, Doug [R-CO-5]
9404	Rep. Latta, Robert E. [R-OH-5]	Rep. Lesko, Debbie [R-AZ-8]
9405	Rep. Latta, Robert E. [R-OH-5]	Rep. Timmons, William R. IV [R-SC-4]
9406	Rep. Latta, Robert E. [R-OH-5]	Rep. LaTurner, Jake [R-KS-2]
9407	Rep. Latta, Robert E. [R-OH-5]	Rep. Roy, Chip [R-TX-21]
9408	Rep. Latta, Robert E. [R-OH-5]	Rep. Carl, Jerry L. [R-AL-1]
9409	Rep. Latta, Robert E. [R-OH-5]	Rep. Griffith, H. Morgan [R-VA-9]
9410	Rep. Latta, Robert E. [R-OH-5]	Rep. Yakym, Rudy [R-IN-2]
9411	Rep. Latta, Robert E. [R-OH-5]	Rep. Gosar, Paul A. [R-AZ-9]
9412	Rep. Latta, Robert E. [R-OH-5]	Rep. Ogles, Andrew [R-TN-5]
9413	Rep. Latta, Robert E. [R-OH-5]	Rep. McClain, Lisa C. [R-MI-9]
9414	Rep. Latta, Robert E. [R-OH-5]	Rep. Fulcher, Russ [R-ID-1]
9415	Rep. Latta, Robert E. [R-OH-5]	Rep. Graves, Sam [R-MO-6]
9416	Rep. Latta, Robert E. [R-OH-5]	Rep. Curtis, John R. [R-UT-3]
9417	Rep. Latta, Robert E. [R-OH-5]	Rep. Arrington, Jodey C. [R-TX-19]
9418	Rep. Latta, Robert E. [R-OH-5]	Rep. Joyce, John [R-PA-13]
9419	Rep. Latta, Robert E. [R-OH-5]	Rep. Bergman, Jack [R-MI-1]
9420	Rep. Latta, Robert E. [R-OH-5]	Rep. Cloud, Michael [R-TX-27]
9421	Rep. Latta, Robert E. [R-OH-5]	Rep. Higgins, Clay [R-LA-3]
9422	Rep. Latta, Robert E. [R-OH-5]	Rep. Issa, Darrell E. [R-CA-48]
9423	Rep. Latta, Robert E. [R-OH-5]	Rep. Hageman, Harriet M. [R-WY-At Large]
9424	Rep. Latta, Robert E. [R-OH-5]	Rep. Gonzales, Tony [R-TX-23]
9425	Rep. Latta, Robert E. [R-OH-5]	Rep. Williams, Roger [R-TX-25]
9426	Rep. Latta, Robert E. [R-OH-5]	Rep. Stefanik, Elise M. [R-NY-21]
9427	Rep. Latta, Robert E. [R-OH-5]	Rep. Crane, Elijah [R-AZ-2]
9428	Rep. Latta, Robert E. [R-OH-5]	Rep. Steube, W. Gregory [R-FL-17]
9429	Rep. Latta, Robert E. [R-OH-5]	Rep. LaMalfa, Doug [R-CA-1]
9430	Rep. Latta, Robert E. [R-OH-5]	Rep. Rogers, Mike D. [R-AL-3]
9431	Rep. Latta, Robert E. [R-OH-5]	Rep. Strong, Dale W. [R-AL-5]
9432	Rep. Latta, Robert E. [R-OH-5]	Rep. Crenshaw, Dan [R-TX-2]
9433	Rep. Latta, Robert E. [R-OH-5]	Rep. Hudson, Richard [R-NC-9]
9434	Rep. Latta, Robert E. [R-OH-5]	Rep. Bice, Stephanie I. [R-OK-5]
9435	Rep. Latta, Robert E. [R-OH-5]	Rep. Bentz, Cliff [R-OR-2]
9436	Rep. Latta, Robert E. [R-OH-5]	Rep. Loudermilk, Barry [R-GA-11]
9437	Rep. Latta, Robert E. [R-OH-5]	Rep. Cline, Ben [R-VA-6]
9438	Rep. Latta, Robert E. [R-OH-5]	Rep. Kustoff, David [R-TN-8]
9439	Rep. Latta, Robert E. [R-OH-5]	Rep. Webster, Daniel [R-FL-11]
9440	Rep. Latta, Robert E. [R-OH-5]	Rep. Jordan, Jim [R-OH-4]
9441	Rep. Latta, Robert E. [R-OH-5]	Rep. Duncan, Jeff [R-SC-3]
9442	Rep. Latta, Robert E. [R-OH-5]	Rep. Brecheen, Josh [R-OK-2]
9443	Rep. Latta, Robert E. [R-OH-5]	Rep. McCormick, Richard [R-GA-6]
9444	Rep. Latta, Robert E. [R-OH-5]	Rep. Thompson, Glenn [R-PA-15]
9445	Rep. Latta, Robert E. [R-OH-5]	Rep. Pence, Greg [R-IN-6]
9446	Rep. Latta, Robert E. [R-OH-5]	Rep. Bean, Aaron [R-FL-4]
9447	Rep. Latta, Robert E. [R-OH-5]	Rep. Moore, Barry [R-AL-2]
9448	Rep. Latta, Robert E. [R-OH-5]	Rep. Mooney, Alexander X. [R-WV-2]
9449	Rep. Latta, Robert E. [R-OH-5]	Rep. Estes, Ron [R-KS-4]
9450	Rep. Latta, Robert E. [R-OH-5]	Rep. Cammack, Kat [R-FL-3]
9451	Rep. Latta, Robert E. [R-OH-5]	Rep. Sessions, Pete [R-TX-17]
9452	Rep. Latta, Robert E. [R-OH-5]	Rep. Moore, Blake D. [R-UT-1]
9453	Rep. Latta, Robert E. [R-OH-5]	Rep. Smith, Adrian [R-NE-3]
9454	Rep. Latta, Robert E. [R-OH-5]	Rep. Graves, Garret [R-LA-6]
9455	Rep. Latta, Robert E. [R-OH-5]	Rep. Bilirakis, Gus M. [R-FL-12]
9456	Rep. Latta, Robert E. [R-OH-5]	Rep. Ezell, Mike [R-MS-4]
9457	Rep. Latta, Robert E. [R-OH-5]	Rep. Miller, Carol D. [R-WV-1]
9458	Rep. Latta, Robert E. [R-OH-5]	Rep. Rouzer, David [R-NC-7]
9459	Rep. Latta, Robert E. [R-OH-5]	Rep. Moolenaar, John R. [R-MI-2]
9460	Rep. Latta, Robert E. [R-OH-5]	Rep. Wilson, Joe [R-SC-2]
9461	Rep. Latta, Robert E. [R-OH-5]	Rep. Hern, Kevin [R-OK-1]
9462	Rep. Latta, Robert E. [R-OH-5]	Rep. Flood, Mike [R-NE-1]
9463	Rep. Latta, Robert E. [R-OH-5]	Rep. Buck, Ken [R-CO-4]
9464	Rep. Latta, Robert E. [R-OH-5]	Rep. Westerman, Bruce [R-AR-4]
9465	Rep. Latta, Robert E. [R-OH-5]	Rep. Stauber, Pete [R-MN-8]
9466	Rep. Latta, Robert E. [R-OH-5]	Rep. Self, Keith [R-TX-3]
9467	Rep. Latta, Robert E. [R-OH-5]	Rep. Houchin, Erin [R-IN-9]
9468	Rep. Latta, Robert E. [R-OH-5]	Rep. Kelly, Trent [R-MS-1]
9469	Rep. Latta, Robert E. [R-OH-5]	Rep. Posey, Bill [R-FL-8]
9470	Rep. Latta, Robert E. [R-OH-5]	Rep. Burchett, Tim [R-TN-2]
9471	Rep. Latta, Robert E. [R-OH-5]	Rep. Maloy, Celeste [R-UT-2]
9472	Rep. Latta, Robert E. [R-OH-5]	Rep. Burlison, Eric [R-MO-7]
9473	Rep. Latta, Robert E. [R-OH-5]	Rep. Fong, Vince [R-CA-20]
9474	Rep. Latta, Robert E. [R-OH-5]	Rep. Van Duyne, Beth [R-TX-24]
9475	Rep. Latta, Robert E. [R-OH-5]	Rep. Greene, Marjorie Taylor [R-GA-14]
9476	Rep. Latta, Robert E. [R-OH-5]	Rep. Foxx, Virginia [R-NC-5]
9477	Rep. Latta, Robert E. [R-OH-5]	Rep. Miller, Max L. [R-OH-7]
9478	Rep. Latta, Robert E. [R-OH-5]	Rep. Murphy, Gregory F. [R-NC-3]
9479	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
9480	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
9481	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
9482	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
9483	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
9484	Rep. Harshbarger, Diana [R-TN-1]	Rep. Pingree, Chellie [D-ME-1]
9485	Rep. Harshbarger, Diana [R-TN-1]	Rep. Graves, Sam [R-MO-6]
9486	Rep. Harshbarger, Diana [R-TN-1]	Rep. Golden, Jared F. [D-ME-2]
9487	Rep. Harshbarger, Diana [R-TN-1]	Rep. Lesko, Debbie [R-AZ-8]
9488	Rep. Harshbarger, Diana [R-TN-1]	"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]"
9489	Rep. Harshbarger, Diana [R-TN-1]	Rep. Bacon, Don [R-NE-2]
9490	Rep. Harshbarger, Diana [R-TN-1]	Rep. Cline, Ben [R-VA-6]
9491	Rep. Harshbarger, Diana [R-TN-1]	Rep. Miller, Carol D. [R-WV-1]
9492	Rep. Harshbarger, Diana [R-TN-1]	Rep. Norman, Ralph [R-SC-5]
9493	Rep. Harshbarger, Diana [R-TN-1]	Rep. Cohen, Steve [D-TN-9]
9494	Rep. Harshbarger, Diana [R-TN-1]	Rep. Good, Bob [R-VA-5]
9495	Rep. Harshbarger, Diana [R-TN-1]	Rep. Letlow, Julia [R-LA-5]
9496	Rep. Harshbarger, Diana [R-TN-1]	Rep. Rogers, Mike D. [R-AL-3]
9497	Rep. Harshbarger, Diana [R-TN-1]	Rep. Peltola, Mary Sattler [D-AK-At Large]
9498	Rep. Harshbarger, Diana [R-TN-1]	Rep. Davis, Donald G. [D-NC-1]
9499	Rep. Harshbarger, Diana [R-TN-1]	Rep. Brownley, Julia [D-CA-26]
9500	Rep. Stefanik, Elise M. [R-NY-21]	Rep. Turner, Michael R. [R-OH-10]
9501	Rep. Stefanik, Elise M. [R-NY-21]	Rep. Lawler, Michael [R-NY-17]
9502	Rep. Tokuda, Jill N. [D-HI-2]	Rep. Case, Ed [D-HI-1]
9503	Rep. Tokuda, Jill N. [D-HI-2]	Rep. Murphy, Gregory F. [R-NC-3]
9504	Rep. Fallon, Pat [R-TX-4]	Rep. Panetta, Jimmy [D-CA-19]
9505	Rep. Fallon, Pat [R-TX-4]	Rep. Wittman, Robert J. [R-VA-1]
9506	Rep. Fallon, Pat [R-TX-4]	Rep. Waltz, Michael [R-FL-6]
9507	Rep. Fallon, Pat [R-TX-4]	Rep. Garcia, Sylvia R. [D-TX-29]
9508	Rep. Fallon, Pat [R-TX-4]	Rep. Salazar, Maria Elvira [R-FL-27]
9509	Rep. Fallon, Pat [R-TX-4]	Rep. Lamborn, Doug [R-CO-5]
9510	Rep. Fallon, Pat [R-TX-4]	Rep. Wilson, Joe [R-SC-2]
9511	Rep. Fallon, Pat [R-TX-4]	Rep. Cohen, Steve [D-TN-9]
9512	Rep. Fallon, Pat [R-TX-4]	Rep. Quigley, Mike [D-IL-5]
9513	Rep. Fallon, Pat [R-TX-4]	Rep. Lee, Susie [D-NV-3]
9514	Rep. Fallon, Pat [R-TX-4]	Rep. Gottheimer, Josh [D-NJ-5]
9515	Rep. Fallon, Pat [R-TX-4]	Rep. Mace, Nancy [R-SC-1]
9516	Rep. Fallon, Pat [R-TX-4]	Rep. Crenshaw, Dan [R-TX-2]
9517	Rep. Fallon, Pat [R-TX-4]	Rep. Lawler, Michael [R-NY-17]
9518	Rep. Fallon, Pat [R-TX-4]	Rep. Fitzpatrick, Brian K. [R-PA-1]
9519	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Griffith, H. Morgan [R-VA-9]
9520	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Miller-Meeks, Mariannette [R-IA-1]
9521	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Kilmer, Derek [D-WA-6]
9522	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Bera, Ami [D-CA-6]
9523	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Schrier, Kim [D-WA-8]
9524	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Pfluger, August [R-TX-11]
9525	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Gooden, Lance [R-TX-5]
9526	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Davis, Donald G. [D-NC-1]
9527	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Sessions, Pete [R-TX-17]
9528	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Crow, Jason [D-CO-6]
9529	Rep. Murphy, Gregory F. [R-NC-3]	Del. Norton, Eleanor Holmes [D-DC-At Large]
9530	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Houlahan, Chrissy [D-PA-6]
9531	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Panetta, Jimmy [D-CA-19]
9532	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Van Drew, Jefferson [R-NJ-2]
9533	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Salinas, Andrea [D-OR-6]
9534	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Stansbury, Melanie A. [D-NM-1]
9535	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Correa, J. Luis [D-CA-46]
9536	Rep. Murphy, Gregory F. [R-NC-3]	Rep. Morelle, Joseph D. [D-NY-25]
9537	Rep. Nunn, Zachary [R-IA-3]	Rep. Underwood, Lauren [D-IL-14]
9538	Rep. Nunn, Zachary [R-IA-3]	Rep. Pressley, Ayanna [D-MA-7]
9539	Rep. Nunn, Zachary [R-IA-3]	Rep. Bacon, Don [R-NE-2]
9540	Rep. Nunn, Zachary [R-IA-3]	Rep. Davis, Donald G. [D-NC-1]
9541	Rep. Moore, Gwen [D-WI-4]	Rep. Schweikert, David [R-AZ-1]
9542	Rep. Moore, Gwen [D-WI-4]	Rep. Kildee, Daniel T. [D-MI-8]
9543	Rep. Moore, Gwen [D-WI-4]	Rep. Kelly, Mike [R-PA-16]
9544	Rep. Moore, Gwen [D-WI-4]	Rep. DelBene, Suzan K. [D-WA-1]
9545	Rep. Moore, Gwen [D-WI-4]	Rep. Cole, Tom [R-OK-4]
9546	Rep. Moore, Gwen [D-WI-4]	Rep. Kilmer, Derek [D-WA-6]
9547	Rep. Moore, Gwen [D-WI-4]	Rep. Moolenaar, John R. [R-MI-2]
9548	Rep. Moore, Gwen [D-WI-4]	Rep. Davids, Sharice [D-KS-3]
9549	Rep. Moore, Gwen [D-WI-4]	Rep. Valadao, David G. [R-CA-22]
9550	Rep. Moore, Gwen [D-WI-4]	Rep. Steel, Michelle [R-CA-45]
9551	Rep. Moore, Gwen [D-WI-4]	Rep. Huffman, Jared [D-CA-2]
9552	Rep. Moore, Gwen [D-WI-4]	Rep. Panetta, Jimmy [D-CA-19]
9553	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Bacon, Don [R-NE-2]
9554	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Nunn, Zachary [R-IA-3]
9555	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Lawler, Michael [R-NY-17]
9556	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Ryan, Patrick [D-NY-18]
9557	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Magaziner, Seth [D-RI-2]
9558	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Molinaro, Marcus J. [R-NY-19]
9559	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Fitzpatrick, Brian K. [R-PA-1]
9560	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Wild, Susan [D-PA-7]
9561	Rep. Gottheimer, Josh [D-NJ-5]	Del. Norton, Eleanor Holmes [D-DC-At Large]
9562	Rep. Gottheimer, Josh [D-NJ-5]	Rep. LaLota, Nick [R-NY-1]
9563	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Posey, Bill [R-FL-8]
9564	Rep. Gottheimer, Josh [D-NJ-5]	Rep. Keating, William R. [D-MA-9]
9565	Rep. Lucas, Frank D. [R-OK-3]	Rep. Lofgren, Zoe [D-CA-18]
9566	Rep. Lucas, Frank D. [R-OK-3]	Rep. Babin, Brian [R-TX-36]
9567	Rep. Lucas, Frank D. [R-OK-3]	Rep. Sorensen, Eric [D-IL-17]
9568	Rep. Burgess, Michael C. [R-TX-26]	Rep. Cárdenas, Tony [D-CA-29]
9569	Rep. Burgess, Michael C. [R-TX-26]	Rep. Griffith, H. Morgan [R-VA-9]
9570	Rep. Burgess, Michael C. [R-TX-26]	Rep. Gonzalez, Vicente [D-TX-34]
9571	Rep. Burgess, Michael C. [R-TX-26]	"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]"
9572	Rep. Burgess, Michael C. [R-TX-26]	Rep. Hern, Kevin [R-OK-1]
9573	Rep. Burgess, Michael C. [R-TX-26]	Rep. Bice, Stephanie I. [R-OK-5]
9574	Rep. Burgess, Michael C. [R-TX-26]	Rep. Valadao, David G. [R-CA-22]
9575	Rep. Burgess, Michael C. [R-TX-26]	Rep. Tokuda, Jill N. [D-HI-2]
9576	Rep. Burgess, Michael C. [R-TX-26]	Rep. Pfluger, August [R-TX-11]
9577	Rep. Burgess, Michael C. [R-TX-26]	Rep. Davis, Donald G. [D-NC-1]
9578	Rep. Burgess, Michael C. [R-TX-26]	Rep. Bucshon, Larry [R-IN-8]
9579	Rep. Burgess, Michael C. [R-TX-26]	Rep. Yakym, Rudy [R-IN-2]
9580	Rep. Burgess, Michael C. [R-TX-26]	Rep. Bishop, Sanford D. [D-GA-2]
9581	Rep. Burgess, Michael C. [R-TX-26]	Rep. Bera, Ami [D-CA-6]
9582	Rep. Burgess, Michael C. [R-TX-26]	Rep. Correa, J. Luis [D-CA-46]
9583	Rep. Burgess, Michael C. [R-TX-26]	Rep. Balderson, Troy [R-OH-12]
9584	Rep. Burgess, Michael C. [R-TX-26]	Rep. Dunn, Neal P. [R-FL-2]
9585	Rep. Nunn, Zachary [R-IA-3]	Rep. Magaziner, Seth [D-RI-2]
9586	Rep. Nunn, Zachary [R-IA-3]	Rep. Miller-Meeks, Mariannette [R-IA-1]
9587	Rep. Nunn, Zachary [R-IA-3]	Rep. Davis, Donald G. [D-NC-1]
9588	Rep. Nunn, Zachary [R-IA-3]	Rep. Kiggans, Jennifer A [R-VA-2]
9589	Rep. Nunn, Zachary [R-IA-3]	Rep. Lawler, Michael [R-NY-17]
9590	Rep. Nunn, Zachary [R-IA-3]	Rep. Posey, Bill [R-FL-8]
9591	Rep. Nunn, Zachary [R-IA-3]	Rep. Larsen, Rick [D-WA-2]
9592	Rep. Nunn, Zachary [R-IA-3]	Rep. Case, Ed [D-HI-1]
9593	Rep. Nunn, Zachary [R-IA-3]	Rep. Murphy, Gregory F. [R-NC-3]
9594	Rep. Nunn, Zachary [R-IA-3]	Rep. Gallagher, Mike [R-WI-8]
9595	Rep. Green, Mark E. [R-TN-7]	Rep. McCaul, Michael T. [R-TX-10]
9596	Rep. Green, Mark E. [R-TN-7]	Rep. Higgins, Clay [R-LA-3]
9597	Rep. Green, Mark E. [R-TN-7]	Rep. Gimenez, Carlos A. [R-FL-28]
9598	Rep. Green, Mark E. [R-TN-7]	Rep. Strong, Dale W. [R-AL-5]
9599	Rep. Green, Mark E. [R-TN-7]	Rep. Lee, Laurel M. [R-FL-15]
9600	Rep. Green, Mark E. [R-TN-7]	Rep. Ezell, Mike [R-MS-4]
9601	Rep. Green, Mark E. [R-TN-7]	Rep. Brecheen, Josh [R-OK-2]
9602	Rep. Green, Mark E. [R-TN-7]	Rep. De La Cruz, Monica [R-TX-15]
9603	Rep. Green, Mark E. [R-TN-7]	Rep. Ciscomani, Juan [R-AZ-6]
9604	Rep. Green, Mark E. [R-TN-7]	Rep. Guest, Michael [R-MS-3]
9605	Rep. Mooney, Alexander X. [R-WV-2]	Rep. Biggs, Andy [R-AZ-5]
9606	Rep. Mooney, Alexander X. [R-WV-2]	Rep. Gosar, Paul A. [R-AZ-9]
9607	Rep. Mooney, Alexander X. [R-WV-2]	Rep. Luna, Anna Paulina [R-FL-13]
9608	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
9609	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
9610	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
9611	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
9612	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
