	sponsor	cosponsor
6219	Rep. Waltz, Michael [R-FL-6]	Rep. Jackson, Ronny [R-TX-13]
6220	Rep. Waltz, Michael [R-FL-6]	Rep. Stefanik, Elise M. [R-NY-21]
6221	Rep. Waltz, Michael [R-FL-6]	Rep. Salazar, Maria Elvira [R-FL-27]
6222	Rep. Waltz, Michael [R-FL-6]	Rep. Malliotakis, Nicole [R-NY-11]
6223	Rep. Waltz, Michael [R-FL-6]	Rep. Fallon, Pat [R-TX-4]
6224	Rep. Waltz, Michael [R-FL-6]	Rep. Bost, Mike [R-IL-12]
6225	Rep. Waltz, Michael [R-FL-6]	Rep. Steube, W. Gregory [R-FL-17]
6226	Rep. Strickland, Marilyn [D-WA-10]	Rep. Escobar, Veronica [D-TX-16]
6227	Rep. Strickland, Marilyn [D-WA-10]	Rep. Sewell, Terri A. [D-AL-7]
6228	Rep. Strickland, Marilyn [D-WA-10]	Rep. Horsford, Steven [D-NV-4]
6229	Rep. Strickland, Marilyn [D-WA-10]	Rep. Tokuda, Jill N. [D-HI-2]
6230	Rep. Strickland, Marilyn [D-WA-10]	Rep. Veasey, Marc A. [D-TX-33]
6231	Rep. Strickland, Marilyn [D-WA-10]	Rep. McClellan, Jennifer L. [D-VA-4]
6232	Rep. Strickland, Marilyn [D-WA-10]	Del. Norton, Eleanor Holmes [D-DC-At Large]
6233	Rep. Strickland, Marilyn [D-WA-10]	Rep. Carson, Andre [D-IN-7]
6234	Rep. Strickland, Marilyn [D-WA-10]	Rep. Sánchez, Linda T. [D-CA-38]
6235	Rep. Strickland, Marilyn [D-WA-10]	Rep. Espaillat, Adriano [D-NY-13]
6236	Rep. Strickland, Marilyn [D-WA-10]	Rep. Adams, Alma S. [D-NC-12]
6237	Rep. Strickland, Marilyn [D-WA-10]	Rep. Torres, Norma J. [D-CA-35]
6238	Rep. Strickland, Marilyn [D-WA-10]	Rep. Sherrill, Mikie [D-NJ-11]
6239	Rep. Strickland, Marilyn [D-WA-10]	Rep. Lieu, Ted [D-CA-36]
6240	Rep. Mann, Tracey [R-KS-1]	Rep. Golden, Jared F. [D-ME-2]
6241	Rep. Jackson, Ronny [R-TX-13]	Rep. Crenshaw, Dan [R-TX-2]
6242	Rep. Jackson, Ronny [R-TX-13]	Rep. Burgess, Michael C. [R-TX-26]
6243	Rep. Jackson, Ronny [R-TX-13]	Rep. LaMalfa, Doug [R-CA-1]
6244	Rep. Jackson, Ronny [R-TX-13]	Rep. Moran, Nathaniel [R-TX-1]
6245	Rep. Jackson, Ronny [R-TX-13]	Rep. Bacon, Don [R-NE-2]
6246	Rep. Jackson, Ronny [R-TX-13]	Rep. Gosar, Paul A. [R-AZ-9]
6247	Rep. Jackson, Ronny [R-TX-13]	Rep. Luttrell, Morgan [R-TX-8]
6248	Rep. Jackson, Ronny [R-TX-13]	Rep. Cline, Ben [R-VA-6]
6249	Rep. Jackson, Ronny [R-TX-13]	Rep. De La Cruz, Monica [R-TX-15]
6250	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Jacobs, Sara [D-CA-51]
6251	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Amo, Gabe [D-RI-1]
6252	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Bera, Ami [D-CA-6]
6253	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
6254	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Connolly, Gerald E. [D-VA-11]
6255	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Jackson, Jonathan L. [D-IL-1]
6256	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Jayapal, Pramila [D-WA-7]
6257	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Kamlager-Dove, Sydney [D-CA-37]
6258	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Kildee, Daniel T. [D-MI-8]
6259	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Lee, Barbara [D-CA-12]
6260	Rep. Meeks, Gregory W. [D-NY-5]	Rep. McGovern, James P. [D-MA-2]
6261	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Omar, Ilhan [D-MN-5]
6262	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Schneider, Bradley Scott [D-IL-10]
6263	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Keating, William R. [D-MA-9]
6264	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Titus, Dina [D-NV-1]
6265	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Pocan, Mark [D-WI-2]
6266	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Morelle, Joseph D. [D-NY-25]
6267	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Meng, Grace [D-NY-6]
6268	Rep. Meeks, Gregory W. [D-NY-5]	Rep. Lee, Summer L. [D-PA-12]
6269	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Stansbury, Melanie Ann [D-NM-1]
6270	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Davids, Sharice [D-KS-3]
6271	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Case, Ed [D-HI-1]
6272	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. McCollum, Betty [D-MN-4]
6273	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Lee, Barbara [D-CA-12]
6274	Rep. Grijalva, Raúl M. [D-AZ-7]	Del. Norton, Eleanor Holmes [D-DC-At Large]
6275	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Cohen, Steve [D-TN-9]
6276	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Huffman, Jared [D-CA-2]
6277	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Leger Fernandez, Teresa [D-NM-3]
6278	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Stanton, Greg [D-AZ-4]
6279	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Bonamici, Suzanne [D-OR-1]
6280	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Smith, Adam [D-WA-9]
6281	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Hayes, Jahana [D-CT-5]
6282	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Peltola, Mary Sattler [D-AK-At Large]
6283	Rep. Grijalva, Raúl M. [D-AZ-7]	"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]"
6284	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Kilmer, Derek [D-WA-6]
6285	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Schiff, Adam B. [D-CA-30]
6286	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Gallego, Ruben [D-AZ-3]
6287	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Omar, Ilhan [D-MN-5]
6288	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Joyce, David P. [R-OH-14]
6289	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Jayapal, Pramila [D-WA-7]
6290	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Tokuda, Jill N. [D-HI-2]
6291	Rep. Grijalva, Raúl M. [D-AZ-7]	Rep. Porter, Katie [D-CA-47]
6292	Rep. Walberg, Tim [R-MI-5]	Rep. Blunt Rochester, Lisa [D-DE-At Large]
6293	Rep. Walberg, Tim [R-MI-5]	Rep. Latta, Robert E. [R-OH-5]
6294	Rep. Walberg, Tim [R-MI-5]	Rep. Kuster, Ann M. [D-NH-2]
6295	Rep. Walberg, Tim [R-MI-5]	Rep. Bilirakis, Gus M. [R-FL-12]
6296	Rep. Walberg, Tim [R-MI-5]	Rep. Lesko, Debbie [R-AZ-8]
6297	Rep. Walberg, Tim [R-MI-5]	Rep. Balderson, Troy [R-OH-12]
6298	Rep. Walberg, Tim [R-MI-5]	Rep. Miller-Meeks, Mariannette [R-IA-1]
6299	Rep. Walberg, Tim [R-MI-5]	Rep. Hudson, Richard [R-NC-9]
6300	Rep. Walberg, Tim [R-MI-5]	Rep. Barragan, Nanette Diaz [D-CA-44]
6301	Rep. Walberg, Tim [R-MI-5]	Rep. Dingell, Debbie [D-MI-6]
6302	Rep. McClintock, Tom [R-CA-5]	Rep. Spartz, Victoria [R-IN-5]
6303	Rep. McClintock, Tom [R-CA-5]	Rep. Lopez, Greg [R-CO-4]
6304	Rep. Kelly, Robin L. [D-IL-2]	Rep. Tokuda, Jill N. [D-HI-2]
6305	Rep. Kelly, Robin L. [D-IL-2]	Rep. Hayes, Jahana [D-CT-5]
6306	Rep. Gimenez, Carlos A. [R-FL-28]	Rep. Menendez, Robert [D-NJ-8]
6307	Rep. Peters, Scott H. [D-CA-50]	Rep. Garbarino, Andrew R. [R-NY-2]
6308	Rep. Peters, Scott H. [D-CA-50]	Rep. Curtis, John R. [R-UT-3]
6309	Rep. Peters, Scott H. [D-CA-50]	Rep. Houlahan, Chrissy [D-PA-6]
6310	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Schakowsky, Janice D. [D-IL-9]
6311	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Schiff, Adam B. [D-CA-30]
6312	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Lee, Barbara [D-CA-12]
6313	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Thanedar, Shri [D-MI-13]
6314	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Nadler, Jerrold [D-NY-12]
6315	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Goldman, Daniel S. [D-NY-10]
6316	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Jayapal, Pramila [D-WA-7]
6317	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Raskin, Jamie [D-MD-8]
6318	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Cohen, Steve [D-TN-9]
6319	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Ryan, Patrick [D-NY-18]
6320	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Casar, Greg [D-TX-35]
6321	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Crockett, Jasmine [D-TX-30]
6322	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Garcia, Robert [D-CA-42]
6323	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Auchincloss, Jake [D-MA-4]
6324	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Ramirez, Delia C. [D-IL-3]
6325	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Foushee, Valerie P. [D-NC-4]
6326	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Davis, Danny K. [D-IL-7]
6327	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Lee, Summer L. [D-PA-12]
6328	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Stansbury, Melanie Ann [D-NM-1]
6329	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Kim, Andy [D-NJ-3]
6330	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. McGovern, James P. [D-MA-2]
6331	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Krishnamoorthi, Raja [D-IL-8]
6332	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Deluzio, Christopher R. [D-PA-17]
6333	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Dean, Madeleine [D-PA-4]
6334	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Lieu, Ted [D-CA-36]
6335	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Trone, David J. [D-MD-6]
6336	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Torres, Ritchie [D-NY-15]
6337	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Porter, Katie [D-CA-47]
6338	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Del. Norton, Eleanor Holmes [D-DC-At Large]
6339	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Frost, Maxwell [D-FL-10]
6340	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Espaillat, Adriano [D-NY-13]
6341	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Bush, Cori [D-MO-1]
6342	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Tlaib, Rashida [D-MI-12]
6343	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Smith, Adam [D-WA-9]
6344	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Sherrill, Mikie [D-NJ-11]
6345	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Waters, Maxine [D-CA-43]
6346	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Salinas, Andrea [D-OR-6]
6347	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Sherman, Brad [D-CA-32]
6348	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Leger Fernandez, Teresa [D-NM-3]
6349	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Larsen, Rick [D-WA-2]
6350	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Evans, Dwight [D-PA-3]
6351	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Barragán, Nanette Diaz [D-CA-44]
6352	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Morelle, Joseph D. [D-NY-25]
6353	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Carson, André [D-IN-7]
6354	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Pingree, Chellie [D-ME-1]
6355	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. DeSaulnier, Mark [D-CA-10]
6356	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Chu, Judy [D-CA-28]
6357	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Balint, Becca [D-VT-At Large]
6358	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Kildee, Daniel T. [D-MI-8]
6359	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Grijalva, Raúl M. [D-AZ-7]
6360	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Takano, Mark [D-CA-39]
6361	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Mullin, Kevin [D-CA-15]
6362	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Sorensen, Eric [D-IL-17]
6363	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Levin, Mike [D-CA-49]
6364	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Huffman, Jared [D-CA-2]
6365	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Ocasio-Cortez, Alexandria [D-NY-14]
6366	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Clyburn, James E. [D-SC-6]
6367	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Scanlon, Mary Gay [D-PA-5]
6368	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Dingell, Debbie [D-MI-6]
6369	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Gomez, Jimmy [D-CA-34]
6370	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	"Rep. García, Jesús G. ""Chuy"" [D-IL-4]"
6371	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. DelBene, Suzan K. [D-WA-1]
6372	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Gottheimer, Josh [D-NJ-5]
6373	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Meng, Grace [D-NY-6]
6374	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
6375	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. DeLauro, Rosa L. [D-CT-3]
6376	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"	Rep. Castor, Kathy [D-FL-14]
6377	Rep. Williams, Brandon [R-NY-22]	Rep. Issa, Darrell E. [R-CA-48]
6378	Rep. Salinas, Andrea [D-OR-6]	Rep. Bonamici, Suzanne [D-OR-1]
6379	Rep. Salinas, Andrea [D-OR-6]	Rep. Blumenauer, Earl [D-OR-3]
6380	Rep. Salinas, Andrea [D-OR-6]	Rep. Hoyle, Val T. [D-OR-4]
6381	Rep. Salinas, Andrea [D-OR-6]	Rep. Chavez-DeRemer, Lori [R-OR-5]
6382	Rep. Vasquez, Gabe [D-NM-2]	Rep. Valadao, David G. [R-CA-22]
6383	Rep. Vasquez, Gabe [D-NM-2]	Del. Norton, Eleanor Holmes [D-DC-At Large]
6384	Rep. Vasquez, Gabe [D-NM-2]	Rep. Gottheimer, Josh [D-NJ-5]
6385	Rep. Vasquez, Gabe [D-NM-2]	Rep. Chavez-DeRemer, Lori [R-OR-5]
6386	Rep. Vasquez, Gabe [D-NM-2]	Rep. Brownley, Julia [D-CA-26]
6387	Rep. Vasquez, Gabe [D-NM-2]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
6388	Rep. Vasquez, Gabe [D-NM-2]	Rep. Harder, Josh [D-CA-9]
6389	Rep. Vasquez, Gabe [D-NM-2]	Rep. Larsen, Rick [D-WA-2]
6390	Rep. Vasquez, Gabe [D-NM-2]	Rep. Salinas, Andrea [D-OR-6]
6391	Rep. Vasquez, Gabe [D-NM-2]	Rep. Levin, Mike [D-CA-49]
6392	Rep. Vasquez, Gabe [D-NM-2]	Rep. Horsford, Steven [D-NV-4]
6393	Rep. Pressley, Ayanna [D-MA-7]	Del. Norton, Eleanor Holmes [D-DC-At Large]
6394	Rep. Pressley, Ayanna [D-MA-7]	Rep. Bowman, Jamaal [D-NY-16]
6395	Rep. Pressley, Ayanna [D-MA-7]	Rep. Lee, Barbara [D-CA-12]
6396	Rep. Pressley, Ayanna [D-MA-7]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"
6397	Rep. Pressley, Ayanna [D-MA-7]	Rep. Crockett, Jasmine [D-TX-30]
6398	Rep. Pressley, Ayanna [D-MA-7]	Rep. Jackson, Jonathan L. [D-IL-1]
6399	Rep. Pressley, Ayanna [D-MA-7]	Rep. Thanedar, Shri [D-MI-13]
6400	Rep. Pressley, Ayanna [D-MA-7]	Rep. Carson, Andre [D-IN-7]
6401	Rep. Pressley, Ayanna [D-MA-7]	Rep. Salinas, Andrea [D-OR-6]
6402	Rep. Pressley, Ayanna [D-MA-7]	Rep. Boyle, Brendan F. [D-PA-2]
6403	Rep. Pressley, Ayanna [D-MA-7]	Rep. Chu, Judy [D-CA-28]
6404	Rep. Pressley, Ayanna [D-MA-7]	Rep. Bush, Cori [D-MO-1]
6405	Rep. Pressley, Ayanna [D-MA-7]	Rep. Pingree, Chellie [D-ME-1]
6406	Rep. Pressley, Ayanna [D-MA-7]	Rep. Ivey, Glenn [D-MD-4]
6407	Rep. Pressley, Ayanna [D-MA-7]	Rep. Williams, Nikema [D-GA-5]
6408	Rep. Pressley, Ayanna [D-MA-7]	Rep. Khanna, Ro [D-CA-17]
6409	Rep. Pressley, Ayanna [D-MA-7]	Rep. Watson Coleman, Bonnie [D-NJ-12]
6410	Rep. Pressley, Ayanna [D-MA-7]	Rep. Tonko, Paul [D-NY-20]
6411	Rep. Pressley, Ayanna [D-MA-7]	Rep. Torres, Ritchie [D-NY-15]
6412	Rep. Landsman, Greg [D-OH-1]	Rep. Carey, Mike [R-OH-15]
6413	Rep. Crenshaw, Dan [R-TX-2]	Rep. Self, Keith [R-TX-3]
6414	Rep. Burgess, Michael C. [R-TX-26]	Rep. Gonzalez, Vicente [D-TX-34]
6415	Rep. Burgess, Michael C. [R-TX-26]	Rep. Sessions, Pete [R-TX-17]
6416	Rep. Burgess, Michael C. [R-TX-26]	Rep. Lawler, Michael [R-NY-17]
6417	Rep. Burgess, Michael C. [R-TX-26]	Rep. Ross, Deborah K. [D-NC-2]
6418	Rep. Burgess, Michael C. [R-TX-26]	"Rep. Fleischmann, Charles J. ""Chuck"" [R-TN-3]"
6419	Rep. Burgess, Michael C. [R-TX-26]	Rep. Wilson, Joe [R-SC-2]
6420	Rep. Burgess, Michael C. [R-TX-26]	Rep. Clarke, Yvette D. [D-NY-9]
6421	Rep. Burgess, Michael C. [R-TX-26]	Rep. Davis, Donald G. [D-NC-1]
6422	Rep. Burgess, Michael C. [R-TX-26]	Rep. Amodei, Mark E. [R-NV-2]
6423	Rep. Burgess, Michael C. [R-TX-26]	Rep. Harris, Andy [R-MD-1]
6424	Rep. Burgess, Michael C. [R-TX-26]	Rep. Doggett, Lloyd [D-TX-37]
6425	Rep. Burgess, Michael C. [R-TX-26]	Rep. Obernolte, Jay [R-CA-23]
6426	Rep. Burgess, Michael C. [R-TX-26]	Rep. Valadao, David G. [R-CA-22]
6427	Rep. Burgess, Michael C. [R-TX-26]	Rep. Jackson, Jonathan L. [D-IL-1]
6428	Rep. Burgess, Michael C. [R-TX-26]	Rep. Manning, Kathy E. [D-NC-6]
6429	Rep. Burgess, Michael C. [R-TX-26]	Rep. Mullin, Kevin [D-CA-15]
6430	Rep. Burgess, Michael C. [R-TX-26]	Rep. Pfluger, August [R-TX-11]
6431	Rep. Burgess, Michael C. [R-TX-26]	Rep. Tiffany, Thomas P. [R-WI-7]
6432	Rep. Burgess, Michael C. [R-TX-26]	Rep. Phillips, Dean [D-MN-3]
6433	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Stevens, Haley M. [D-MI-11]
6434	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Crockett, Jasmine [D-TX-30]
6435	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Clarke, Yvette D. [D-NY-9]
6436	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Mullin, Kevin [D-CA-15]
6437	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Fitzpatrick, Brian K. [R-PA-1]
6438	Rep. Bice, Stephanie I. [R-OK-5]	Del. Norton, Eleanor Holmes [D-DC-At Large]
6439	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Mace, Nancy [R-SC-1]
6440	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Davis, Donald G. [D-NC-1]
6441	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Allred, Colin Z. [D-TX-32]
6442	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Kuster, Ann M. [D-NH-2]
6443	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Ivey, Glenn [D-MD-4]
6444	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Hinson, Ashley [R-IA-2]
6445	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Meng, Grace [D-NY-6]
6446	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Morelle, Joseph D. [D-NY-25]
6447	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Kim, Andy [D-NJ-3]
6448	Rep. Bice, Stephanie I. [R-OK-5]	Rep. DelBene, Suzan K. [D-WA-1]
6449	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Lee, Susie [D-NV-3]
6450	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Carson, Andre [D-IN-7]
6451	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Khanna, Ro [D-CA-17]
6452	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Tlaib, Rashida [D-MI-12]
6453	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Budzinski, Nikki [D-IL-13]
6454	Rep. Lee, Susie [D-NV-3]	Rep. Kiggans, Jennifer A [R-VA-2]
6455	Rep. Lee, Susie [D-NV-3]	Rep. Molinaro, Marcus J. [R-NY-19]
6456	Rep. Valadao, David G. [R-CA-22]	Rep. Bucshon, Larry [R-IN-8]
6457	Rep. Valadao, David G. [R-CA-22]	Rep. Smith, Adrian [R-NE-3]
6458	Rep. Valadao, David G. [R-CA-22]	Rep. Brownley, Julia [D-CA-26]
6459	Rep. Valadao, David G. [R-CA-22]	Rep. Davis, Donald G. [D-NC-1]
6460	Rep. Valadao, David G. [R-CA-22]	Rep. Bentz, Cliff [R-OR-2]
6461	Rep. Valadao, David G. [R-CA-22]	Rep. Soto, Darren [D-FL-9]
6462	Rep. Valadao, David G. [R-CA-22]	Rep. Hayes, Jahana [D-CT-5]
6463	Rep. Valadao, David G. [R-CA-22]	Rep. Lofgren, Zoe [D-CA-18]
6464	Rep. Valadao, David G. [R-CA-22]	Rep. Tlaib, Rashida [D-MI-12]
6465	Rep. Valadao, David G. [R-CA-22]	Rep. Ross, Deborah K. [D-NC-2]
6466	Rep. Valadao, David G. [R-CA-22]	Rep. Trone, David J. [D-MD-6]
6467	Rep. Valadao, David G. [R-CA-22]	Rep. Adams, Alma S. [D-NC-12]
6468	Rep. Valadao, David G. [R-CA-22]	Del. Norton, Eleanor Holmes [D-DC-At Large]
6469	Rep. Valadao, David G. [R-CA-22]	Rep. Perez, Marie Gluesenkamp [D-WA-3]
6470	Rep. Valadao, David G. [R-CA-22]	Rep. Phillips, Dean [D-MN-3]
6471	Rep. Valadao, David G. [R-CA-22]	Rep. Chavez-DeRemer, Lori [R-OR-5]
6472	Rep. Valadao, David G. [R-CA-22]	Rep. Houlahan, Chrissy [D-PA-6]
6473	Rep. Valadao, David G. [R-CA-22]	Rep. Posey, Bill [R-FL-8]
6474	Rep. Valadao, David G. [R-CA-22]	Rep. Lawler, Michael [R-NY-17]
6475	Rep. Valadao, David G. [R-CA-22]	Rep. Ciscomani, Juan [R-AZ-6]
6476	Rep. Valadao, David G. [R-CA-22]	Rep. Rutherford, John H. [R-FL-5]
6477	Rep. Valadao, David G. [R-CA-22]	Rep. Rogers, Mike D. [R-AL-3]
6478	Rep. Valadao, David G. [R-CA-22]	Rep. Ruppersberger, C. A. Dutch [D-MD-2]
6479	Rep. Valadao, David G. [R-CA-22]	Rep. Khanna, Ro [D-CA-17]
6480	Rep. Valadao, David G. [R-CA-22]	Rep. Wasserman Schultz, Debbie [D-FL-25]
6481	Rep. Valadao, David G. [R-CA-22]	Rep. Vasquez, Gabe [D-NM-2]
6482	Rep. Valadao, David G. [R-CA-22]	Rep. Larson, John B. [D-CT-1]
6483	Rep. Valadao, David G. [R-CA-22]	Rep. Cleaver, Emanuel [D-MO-5]
6484	Rep. Valadao, David G. [R-CA-22]	Rep. Cohen, Steve [D-TN-9]
6485	Rep. Valadao, David G. [R-CA-22]	Rep. Tokuda, Jill N. [D-HI-2]
